opportunity_id,name,account,stage,arr,probability,weighted_arr,close_date,owner,segment,forecast_category,security_review_required,source_system
HF-OPP-00140,Copper Mesa Energy Pilot expansion - distributed energy device management platform,Copper Mesa Energy Pilot expansion,Legal,100300,0.65,65195,2026-08-22,Avery Kim,commercial,best case,no,PipelineHub
HF-OPP-00141,Sunvale Municipal Power Renewal desk - distributed energy device management platform,Sunvale Municipal Power Renewal desk,Verbal commit,103600,0.88,91168,2026-09-23,Nora Chen,enterprise,commit,no,PipelineHub
HF-OPP-00142,Cinder Ridge Storage Renewal desk - distributed energy device management platform,Cinder Ridge Storage Renewal desk,Procurement,113400,0.75,85050,2026-10-24,Eli Morgan,mid-market,commit,no,PipelineHub
HF-OPP-00143,Northbay Microgrid Renewal desk - distributed energy device management platform,Northbay Microgrid Renewal desk,Closed won,123200,1,123200,2026-11-25,Priya Shah,strategic,commit,no,PipelineHub
HF-OPP-00144,Weldon Utility Labs Renewal desk - distributed energy device management platform,Weldon Utility Labs Renewal desk,Qualification,133000,0.25,33250,2026-12-26,Mateo Ortiz,commercial,pipeline,no,PipelineHub
HF-OPP-00145,Copper Mesa Energy Renewal desk - distributed energy device management platform,Copper Mesa Energy Renewal desk,Prospecting,142800,0.12,17136,2026-07-03,Avery Kim,enterprise,pipeline,yes,PipelineHub
HF-OPP-00146,Sunvale Municipal Power Division rollout - distributed energy device management platform,Sunvale Municipal Power Division rollout,Technical validation,146100,0.45,65745,2026-08-04,Nora Chen,mid-market,best case,no,PipelineHub
HF-OPP-00147,Cinder Ridge Storage Division rollout - distributed energy device management platform,Cinder Ridge Storage Division rollout,Legal,155900,0.65,101335,2026-09-05,Eli Morgan,strategic,best case,no,PipelineHub
HF-OPP-00148,Northbay Microgrid Division rollout - distributed energy device management platform,Northbay Microgrid Division rollout,Security review,165700,0.55,91135,2026-10-06,Priya Shah,commercial,best case,no,PipelineHub
HF-OPP-00149,Weldon Utility Labs Division rollout - distributed energy device management platform,Weldon Utility Labs Division rollout,Procurement,175500,0.75,131625,2026-11-07,Mateo Ortiz,enterprise,commit,no,PipelineHub
HF-OPP-00150,Copper Mesa Energy Division rollout - distributed energy device management platform,Copper Mesa Energy Division rollout,Closed won,185300,1,185300,2026-12-08,Avery Kim,mid-market,commit,no,PipelineHub
