invoice_id,vendor_name,vendor_id,issue_date,due_date,amount,currency,status,po_number,period,department,cost_center,approver,source_system
HF-AP-00156,BridgeLoop Integrations,HF-VEN-032,2026-05-06,2026-06-15,12719,USD,approved,HF-PO-07257,2026-05,Market Expansion,HF-123,Revenue Ops,PayablesDesk
HF-AP-00157,Covefront Success Ops,HF-VEN-033,2026-05-09,2026-06-16,16755.29,USD,open,HF-PO-07258,2026-05,Field Operations,HF-124,Controller,PayablesDesk
HF-AP-00158,PeopleField Systems,HF-VEN-034,2026-05-12,2026-06-17,9345,USD,approved,,2026-05,Energy Platform,HF-125,VP Operations,PayablesDesk
HF-AP-00159,PayRun Office,HF-VEN-035,2026-05-15,2026-06-18,7367.5,USD,approved,HF-PO-07260,2026-05,Hardware,HF-126,Security Lead,PayablesDesk
HF-AP-00160,Northgate Audit Partners,HF-VEN-036,2026-05-18,2026-06-19,17400,USD,approved,HF-PO-07261,2026-05,Finance,HF-127,Revenue Ops,PayablesDesk
HF-AP-00161,RelayStack Compute,HF-VEN-037,2026-05-21,2026-06-20,9587,USD,approved,HF-PO-07262,2026-05,Security,HF-100,Controller,PayablesDesk
HF-AP-00162,Oakline Data Rooms,HF-VEN-038,2026-05-24,2026-06-21,4772.5,USD,open,HF-PO-07263,2026-05,Market Expansion,HF-101,VP Operations,PayablesDesk
HF-AP-00163,PaperTrail Systems,HF-VEN-039,2026-05-27,2026-06-22,3114.24,USD,approved,HF-PO-07264,2026-05,Field Operations,HF-102,Security Lead,PayablesDesk
HF-AP-00164,BeaconRisk Advisory,HF-VEN-040,2026-05-03,2026-06-23,12173,USD,approved,HF-PO-07265,2026-05,Energy Platform,HF-103,Revenue Ops,PayablesDesk
HF-AP-00165,Fieldstone Research,HF-VEN-041,2026-05-06,2026-06-10,8178,USD,approved,,2026-05,Hardware,HF-104,Controller,PayablesDesk
HF-AP-00166,Brightling Locale,HF-VEN-042,2026-05-09,2026-06-11,4954.5,USD,approved,HF-PO-07267,2026-05,Finance,HF-105,VP Operations,PayablesDesk
HF-AP-00167,SummitFloor Events,HF-VEN-043,2026-05-12,2026-06-12,13369.3,USD,open,HF-PO-07268,2026-05,Security,HF-106,Security Lead,PayablesDesk
HF-AP-00168,Warehouse Nine Services,HF-VEN-044,2026-05-15,2026-06-13,17763.5,USD,approved,HF-PO-07269,2026-05,Market Expansion,HF-107,Revenue Ops,PayablesDesk
HF-AP-00169,NorthFork ETL,HF-VEN-045,2026-05-18,2026-06-14,12664,USD,approved,HF-PO-07270,2026-05,Field Operations,HF-108,Controller,PayablesDesk
HF-AP-00170,PatchHarbor Response,HF-VEN-046,2026-05-21,2026-06-15,8568,USD,approved,HF-PO-07271,2026-05,Energy Platform,HF-109,VP Operations,PayablesDesk
HF-AP-00171,CloseFrame Accounting,HF-VEN-016,2026-06-03,2026-06-10,11331.6,USD,open,,2026-06,Market Expansion,HF-105,Controller,PayablesDesk
HF-AP-00172,SkillHarbor Learning,HF-VEN-017,2026-06-06,2026-06-11,5047.12,USD,approved,HF-PO-07273,2026-06,Field Operations,HF-106,VP Operations,PayablesDesk
HF-AP-00173,Waypost Travel Desk,HF-VEN-018,2026-06-09,2026-06-12,8093.28,USD,approved,HF-PO-07274,2026-06,Energy Platform,HF-107,Security Lead,PayablesDesk
HF-AP-00174,Tundra Test Labs,HF-VEN-019,2026-06-12,2026-06-13,9993.36,USD,approved,HF-PO-07275,2026-06,Hardware,HF-108,Revenue Ops,PayablesDesk
HF-AP-00175,VectorPoint Research,HF-VEN-020,2026-06-15,2026-06-14,14279.2,USD,approved,HF-PO-07276,2026-06,Finance,HF-109,Controller,PayablesDesk
HF-AP-00176,Linebird Communications,HF-VEN-021,2026-06-18,2026-06-15,4057.04,USD,open,HF-PO-07277,2026-06,Security,HF-110,VP Operations,PayablesDesk
HF-AP-00177,Pinehook Operations,HF-VEN-022,2026-06-21,2026-06-16,15084.16,USD,approved,HF-PO-07278,2026-06,Market Expansion,HF-111,Security Lead,PayablesDesk
HF-AP-00178,Mossbank Data Exchange,HF-VEN-023,2026-06-24,2026-06-17,9738.56,USD,approved,,2026-06,Field Operations,HF-112,Revenue Ops,PayablesDesk
HF-AP-00179,Ironleaf GRC,HF-VEN-024,2026-06-27,2026-06-18,9145.76,USD,approved,HF-PO-07280,2026-06,Energy Platform,HF-113,Controller,PayablesDesk
HF-AP-00180,QuartzPay Services,HF-VEN-025,2026-06-03,2026-06-19,10956.4,USD,approved,HF-PO-07281,2026-06,Hardware,HF-114,VP Operations,PayablesDesk
HF-AP-00181,HarborDesk Workplace,HF-VEN-026,2026-06-06,2026-06-20,8473.14,USD,open,HF-PO-07282,2026-06,Finance,HF-115,Security Lead,PayablesDesk
HF-AP-00182,Northstar Design Office,HF-VEN-027,2026-06-09,2026-06-21,11767.6,USD,approved,HF-PO-07283,2026-06,Security,HF-116,Revenue Ops,PayablesDesk
HF-AP-00183,Watchtower Metrics,HF-VEN-028,2026-06-12,2026-06-22,6163.04,USD,approved,HF-PO-07284,2026-06,Market Expansion,HF-117,Controller,PayablesDesk
HF-AP-00184,SafeCask Backups,HF-VEN-029,2026-06-15,2026-06-23,3812.8,USD,approved,HF-PO-07285,2026-06,Field Operations,HF-118,VP Operations,PayablesDesk
HF-AP-00185,KeelWorks Procurement,HF-VEN-030,2026-06-18,2026-06-10,10459.28,USD,approved,,2026-06,Energy Platform,HF-119,Security Lead,PayablesDesk
HF-AP-00186,Alder QA Studio,HF-VEN-031,2026-06-21,2026-06-11,10308.48,USD,open,HF-PO-07287,2026-06,Hardware,HF-120,Revenue Ops,PayablesDesk
HF-AP-00187,BridgeLoop Integrations,HF-VEN-032,2026-06-24,2026-06-12,13227.76,USD,approved,HF-PO-07288,2026-06,Finance,HF-121,Controller,PayablesDesk
HF-AP-00188,Covefront Success Ops,HF-VEN-033,2026-06-27,2026-06-13,12271.48,USD,in review,HF-PO-07289,2026-06,Security,HF-122,VP Operations,PayablesDesk
HF-AP-00189,PeopleField Systems,HF-VEN-034,2026-06-03,2026-06-14,9718.8,USD,approved,HF-PO-07290,2026-06,Market Expansion,HF-123,Security Lead,PayablesDesk
HF-AP-00190,PayRun Office,HF-VEN-035,2026-06-06,2026-06-15,7662.2,USD,approved,HF-PO-07291,2026-06,Field Operations,HF-124,Revenue Ops,PayablesDesk
HF-AP-00191,Northgate Audit Partners,HF-VEN-036,2026-06-09,2026-06-16,24708,USD,open,HF-PO-07292,2026-06,Energy Platform,HF-125,Controller,PayablesDesk
HF-AP-00192,RelayStack Compute,HF-VEN-037,2026-06-12,2026-06-17,9970.48,USD,approved,,2026-06,Hardware,HF-126,VP Operations,PayablesDesk
HF-AP-00193,Oakline Data Rooms,HF-VEN-038,2026-06-15,2026-06-18,4963.4,USD,approved,HF-PO-07294,2026-06,Finance,HF-127,Security Lead,PayablesDesk
HF-AP-00194,PaperTrail Systems,HF-VEN-039,2026-06-18,2026-06-19,5060.64,USD,approved,HF-PO-07295,2026-06,Security,HF-100,Revenue Ops,PayablesDesk
HF-AP-00195,BeaconRisk Advisory,HF-VEN-040,2026-06-21,2026-06-20,12659.92,USD,approved,HF-PO-07296,2026-06,Market Expansion,HF-101,Controller,PayablesDesk
HF-AP-00196,Fieldstone Research,HF-VEN-041,2026-06-24,2026-06-21,8505.12,USD,open,HF-PO-07297,2026-06,Field Operations,HF-102,VP Operations,PayablesDesk
HF-AP-00197,Brightling Locale,HF-VEN-042,2026-06-27,2026-06-22,3170.88,USD,approved,HF-PO-07298,2026-06,Energy Platform,HF-103,Security Lead,PayablesDesk
HF-AP-00198,SummitFloor Events,HF-VEN-043,2026-06-03,2026-06-23,9791.6,USD,approved,HF-PO-07299,2026-06,Hardware,HF-104,Revenue Ops,PayablesDesk
HF-AP-00199,Warehouse Nine Services,HF-VEN-044,2026-06-06,2026-06-10,18474.04,USD,approved,,2026-06,Finance,HF-105,Controller,PayablesDesk
HF-AP-00200,NorthFork ETL,HF-VEN-045,2026-06-09,2026-06-11,13170.56,USD,approved,HF-PO-07301,2026-06,Security,HF-106,VP Operations,PayablesDesk
HF-AP-00201,PatchHarbor Response,HF-VEN-046,2026-06-12,2026-06-12,12166.56,USD,open,HF-PO-07302,2026-06,Market Expansion,HF-107,Security Lead,PayablesDesk
HF-AP-00202,LeadMesa Studio,HF-VEN-047,2026-06-15,2026-06-13,9614.8,USD,approved,HF-PO-07303,2026-06,Field Operations,HF-108,Revenue Ops,PayablesDesk
HF-AP-00203,ChartRiver BI,HF-VEN-048,2026-06-18,2026-06-14,6653.92,USD,approved,HF-PO-07304,2026-06,Energy Platform,HF-109,Controller,PayablesDesk
HF-AP-00204,CrateBridge Storage,HF-VEN-049,2026-06-21,2026-06-15,6871.8,USD,approved,HF-PO-07305,2026-06,Hardware,HF-110,VP Operations,PayablesDesk
HF-AP-00205,PortKey Identity,HF-VEN-008,2026-01-12,2026-02-15,22323.8,USD,open,HF-PO-08300,2026-01,Field Operations,HF-160,CFO delegate,PayablesDesk
HF-AP-00206,SlateFox Insurance,HF-VEN-013,2026-02-15,2026-03-18,25275.7,USD,approved,HF-PO-08301,2026-02,Energy Platform,HF-161,CFO delegate,PayablesDesk
HF-AP-00207,Waypost Travel Desk,HF-VEN-018,2026-03-18,2026-04-21,23346,USD,approved,HF-PO-08302,2026-03,Hardware,HF-162,CFO delegate,PayablesDesk
HF-AP-00208,Mossbank Data Exchange,HF-VEN-023,2026-04-21,2026-05-24,31369.4,USD,open,HF-PO-08303,2026-04,Finance,HF-163,CFO delegate,PayablesDesk
HF-AP-00209,Watchtower Metrics,HF-VEN-028,2026-05-24,2026-06-27,13629.8,USD,approved,HF-PO-08304,2026-05,Security,HF-164,CFO delegate,PayablesDesk
HF-AP-00210,Covefront Success Ops,HF-VEN-033,2026-06-27,2026-01-03,31268.68,USD,approved,HF-PO-08305,2026-06,Market Expansion,HF-165,CFO delegate,PayablesDesk
HF-AP-00211,Oakline Data Rooms,HF-VEN-038,2026-01-03,2026-02-06,14317.5,USD,open,HF-PO-08306,2026-01,Field Operations,HF-166,CFO delegate,PayablesDesk
HF-AP-00212,SummitFloor Events,HF-VEN-043,2026-02-06,2026-03-09,31540.25,USD,approved,HF-PO-08307,2026-02,Energy Platform,HF-167,CFO delegate,PayablesDesk
HF-AP-00213,ChartRiver BI,HF-VEN-048,2026-03-09,2026-04-12,14715.4,USD,approved,HF-PO-08308,2026-03,Hardware,HF-168,CFO delegate,PayablesDesk
HF-AP-00214,SignalBirch Analytics,HF-VEN-053,2026-04-12,2026-05-15,22499.83,USD,open,HF-PO-08309,2026-04,Finance,HF-169,CFO delegate,PayablesDesk
HF-AP-00215,HelioCore Components,HF-VEN-058,2026-05-15,2026-06-18,62067,USD,approved,HF-PO-08310,2026-05,Security,HF-170,CFO delegate,PayablesDesk
HF-AP-00216,TurbineDesk Analytics,HF-VEN-005,2026-06-18,2026-01-21,86356.3,USD,approved,HF-PO-08311,2026-06,Market Expansion,HF-171,CFO delegate,PayablesDesk
HF-AP-00217,BlueTable Analytics,HF-VEN-010,2026-01-21,2026-02-24,23450.8,USD,open,HF-PO-08312,2026-01,Field Operations,HF-172,CFO delegate,PayablesDesk
HF-AP-00218,HelpHarbor Desk,HF-VEN-015,2026-02-24,2026-03-27,20085.68,USD,approved,HF-PO-08313,2026-02,Energy Platform,HF-173,CFO delegate,PayablesDesk
HF-AP-00219,VectorPoint Research,HF-VEN-020,2026-03-27,2026-04-03,41190,USD,approved,HF-PO-08314,2026-03,Hardware,HF-174,CFO delegate,PayablesDesk
HF-AP-00220,QuartzPay Services,HF-VEN-025,2026-04-03,2026-05-06,35292.25,USD,open,HF-PO-08315,2026-04,Finance,HF-175,CFO delegate,PayablesDesk
HF-AP-00221,KeelWorks Procurement,HF-VEN-030,2026-05-06,2026-06-09,23131.1,USD,approved,HF-PO-08316,2026-05,Security,HF-176,CFO delegate,PayablesDesk
HF-AP-00222,PayRun Office,HF-VEN-035,2026-06-09,2026-01-12,19523.88,USD,approved,HF-PO-08317,2026-06,Market Expansion,HF-177,CFO delegate,PayablesDesk
HF-AP-00223,BeaconRisk Advisory,HF-VEN-040,2026-01-12,2026-02-15,36519,USD,open,HF-PO-08318,2026-01,Field Operations,HF-178,CFO delegate,PayablesDesk
HF-AP-00224,NorthFork ETL,HF-VEN-045,2026-02-15,2026-03-18,42424.4,USD,approved,HF-PO-08319,2026-02,Energy Platform,HF-160,CFO delegate,PayablesDesk
HF-AP-00225,Benchline Devices,HF-VEN-050,2026-03-18,2026-04-21,40912.4,USD,approved,HF-PO-08320,2026-03,Hardware,HF-161,CFO delegate,PayablesDesk
HF-AP-00226,ArrayPoint Calibration,HF-VEN-055,2026-04-21,2026-05-24,36941,USD,open,HF-PO-08321,2026-04,Finance,HF-162,CFO delegate,PayablesDesk
HF-AP-00227,WattBridge Telemetry,HF-VEN-002,2026-05-24,2026-06-27,41685,USD,approved,HF-PO-08322,2026-05,Security,HF-163,CFO delegate,PayablesDesk
HF-AP-00228,BrightBeam Hosting,HF-VEN-007,2026-06-27,2026-01-03,68005,USD,approved,HF-PO-08323,2026-06,Market Expansion,HF-164,CFO delegate,PayablesDesk
HF-AP-00229,Expense card clearing,HF-TEMP-001,2026-03-18,2026-04-21,4800,USD,open,,2026-03,Hardware,HF-EXC,missing,PayablesDesk
HF-AP-00230,Local courier reimbursements,HF-TEMP-002,2026-04-21,2026-05-24,6150,USD,in review,,2026-04,Finance,HF-EXC,missing,PayablesDesk
HF-AP-00231,One-off data purchase,HF-TEMP-003,2026-05-24,2026-06-27,7500,USD,open,,2026-05,Security,HF-EXC,missing,PayablesDesk
HF-AP-00232,Emergency contractor desk,HF-TEMP-004,2026-06-27,2026-04-03,8850,USD,in review,,2026-06,Market Expansion,HF-EXC,missing,PayablesDesk
HF-AP-00233,Workshop venue deposit,HF-TEMP-005,2026-03-03,2026-05-06,10200,USD,open,,2026-03,Field Operations,HF-EXC,missing,PayablesDesk
HF-AP-00234,Expense card clearing,HF-TEMP-006,2026-04-06,2026-06-09,11550,USD,in review,,2026-04,Energy Platform,HF-EXC,missing,PayablesDesk
HF-AP-00235,Local courier reimbursements,HF-TEMP-007,2026-05-09,2026-04-12,12900,USD,open,,2026-05,Hardware,HF-EXC,missing,PayablesDesk
HF-AP-00236,One-off data purchase,HF-TEMP-008,2026-06-12,2026-05-15,14250,USD,in review,,2026-06,Finance,HF-EXC,missing,PayablesDesk
HF-AP-00237,Emergency contractor desk,HF-TEMP-009,2026-03-15,2026-06-18,15600,USD,open,,2026-03,Security,HF-EXC,missing,PayablesDesk
HF-AP-00238,Workshop venue deposit,HF-TEMP-010,2026-04-18,2026-04-21,16950,USD,in review,,2026-04,Market Expansion,HF-EXC,missing,PayablesDesk
HF-AP-00239,Expense card clearing,HF-TEMP-011,2026-05-21,2026-05-24,18300,USD,open,,2026-05,Field Operations,HF-EXC,missing,PayablesDesk
HF-AP-00240,Local courier reimbursements,HF-TEMP-012,2026-06-24,2026-06-27,19650,USD,in review,,2026-06,Energy Platform,HF-EXC,missing,PayablesDesk
